Reason_1,Reason_2,Reason_3,Reason_4,Month Value,Day of the Week,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
0,0,0,1,12,4,179,51,38,236.629,31,0,0,0,1
0,0,0,1,12,1,179,26,30,236.629,19,1,0,0,1
0,0,0,1,12,1,118,10,37,236.629,28,0,0,0,8
0,0,0,1,12,3,235,11,37,236.629,29,1,1,1,2
0,0,0,1,12,4,179,51,38,236.629,31,0,0,0,1
1,0,0,0,12,1,235,20,43,236.629,38,0,1,0,8
1,0,0,0,12,1,235,11,37,236.629,29,1,1,1,4
0,0,0,1,12,2,260,50,36,236.629,23,0,4,0,8
0,0,0,1,12,0,157,27,29,236.629,22,0,0,0,2
0,0,0,1,12,0,179,51,38,236.629,31,0,0,0,3
0,0,1,0,12,0,289,36,33,236.629,30,0,2,1,8
0,0,0,1,1,2,225,26,28,330.061,24,0,1,2,5
0,0,1,0,1,0,118,10,37,330.061,28,0,0,0,32
0,0,0,1,1,0,155,12,34,330.061,25,0,2,0,2
1,0,0,0,1,1,235,11,37,330.061,29,1,1,1,1
0,0,0,1,1,1,155,12,34,330.061,25,0,2,0,4
0,0,0,1,1,0,289,36,33,330.061,30,0,2,1,8
1,0,0,0,1,2,291,31,40,330.061,25,0,1,1,8
0,0,0,1,1,0,235,20,43,330.061,38,0,1,0,8
0,0,0,1,1,0,118,13,50,330.061,31,0,1,0,4
0,0,0,1,1,2,179,51,38,330.061,31,0,0,0,1
0,0,0,1,1,4,179,51,38,330.061,31,0,0,0,1
0,0,0,1,2,1,118,10,37,251.818,28,0,0,0,2
0,0,0,1,2,2,179,51,38,251.818,31,0,0,0,3
1,0,0,0,2,2,225,26,28,251.818,24,0,1,2,1
0,0,0,1,2,4,289,36,33,251.818,30,0,2,1,3
0,0,0,1,2,4,260,50,36,251.818,23,0,4,0,3
0,0,0,1,2,4,179,51,38,251.818,31,0,0,0,3
0,0,0,1,2,0,179,51,38,251.818,31,0,0,0,2
0,0,0,1,2,2,179,51,38,251.818,31,0,0,0,3
1,0,0,0,2,3,179,51,38,251.818,31,0,0,0,8
0,0,0,1,2,3,246,25,41,251.818,23,0,0,0,8
0,0,0,1,2,4,179,51,38,251.818,31,0,0,0,3
0,0,0,1,2,0,189,29,33,251.818,25,0,2,2,8
0,0,0,1,2,0,179,51,38,251.818,31,0,0,0,3
0,0,0,1,2,1,246,25,41,251.818,23,0,0,0,2
0,0,0,1,2,1,291,31,40,251.818,25,0,1,1,2
1,0,0,0,2,2,157,27,29,251.818,22,0,0,0,16
0,0,0,1,2,2,179,51,38,251.818,31,0,0,0,3
0,0,0,1,2,4,179,51,38,251.818,31,0,0,0,3
1,0,0,0,2,4,246,25,41,251.818,23,0,0,0,24
0,0,0,1,2,2,179,51,38,251.818,31,0,0,0,3
0,0,0,1,2,4,179,51,38,251.818,31,0,0,0,3
0,0,1,0,3,1,118,10,37,244.387,28,0,0,0,8
0,0,1,0,3,2,246,25,41,244.387,23,0,0,0,16
0,0,0,1,3,4,246,25,41,244.387,23,0,0,0,2
0,0,0,1,3,4,260,50,36,244.387,23,0,4,0,4
0,0,0,1,3,0,179,51,38,244.387,31,0,0,0,2
0,0,0,1,3,0,235,11,37,244.387,29,1,1,1,8
0,0,0,1,3,1,179,22,40,244.387,22,1,2,0,8
0,0,0,1,3,1,378,49,36,244.387,21,0,2,4,8
0,0,0,1,3,0,179,51,38,244.387,31,0,0,0,16
0,0,0,1,3,2,361,52,28,244.387,27,0,1,4,8
0,0,0,0,3,2,369,17,31,244.387,25,0,3,0,0
0,0,1,0,3,3,235,11,37,244.387,29,1,1,1,8
0,0,0,1,3,4,118,13,50,244.387,31,0,1,0,2
1,0,0,0,3,1,118,13,50,244.387,31,0,1,0,3
1,0,0,0,3,2,118,13,50,244.387,31,0,1,0,8
0,0,0,0,3,3,235,11,37,244.387,29,1,1,1,0
0,0,0,0,3,3,246,25,41,244.387,23,0,0,0,0
0,0,0,0,3,3,118,13,50,244.387,31,0,1,0,0
0,0,0,1,3,4,179,51,38,244.387,31,0,0,0,8
0,0,0,1,3,4,289,36,33,244.387,30,0,2,1,8
0,0,1,0,3,0,260,50,36,244.387,23,0,4,0,8
0,0,0,1,3,1,246,25,41,244.387,23,0,0,0,2
0,0,0,1,4,2,179,51,38,239.409,31,0,0,0,4
0,0,0,1,4,4,260,50,36,239.409,23,0,4,0,3
0,0,0,1,4,4,330,16,28,239.409,25,1,0,0,4
0,0,0,1,4,0,369,17,31,239.409,25,0,3,0,4
0,0,0,1,4,0,248,25,47,239.409,32,0,2,1,4
0,0,0,1,4,2,330,16,28,239.409,25,1,0,0,8
0,0,0,1,4,2,179,51,38,239.409,31,0,0,0,8
0,0,0,1,4,0,118,13,50,239.409,31,0,1,0,1
1,0,0,0,4,2,118,13,50,239.409,31,0,1,0,120
0,0,0,1,4,4,300,26,43,239.409,25,0,2,1,8
0,0,0,1,4,4,260,50,36,239.409,23,0,4,0,4
0,0,0,1,4,0,179,51,38,239.409,31,0,0,0,4
1,0,0,0,4,2,118,10,37,239.409,28,0,0,0,2
1,0,0,0,5,0,235,20,43,246.074,38,0,1,0,16
0,0,0,1,5,2,248,25,47,246.074,32,0,2,1,2
1,0,0,0,5,0,369,17,31,246.074,25,0,3,0,8
0,0,0,1,5,2,179,26,30,246.074,19,1,0,0,3
0,0,0,1,5,2,179,51,38,246.074,31,0,0,0,4
0,0,0,1,5,3,361,52,28,246.074,27,0,1,4,1
0,0,0,1,5,4,260,50,36,246.074,23,0,4,0,3
1,0,0,0,5,0,179,22,40,246.074,22,1,2,0,2
1,0,0,0,5,0,179,22,40,246.074,22,1,2,0,3
0,0,1,0,5,2,228,14,58,246.074,22,0,2,1,8
0,0,0,1,5,2,225,26,28,246.074,24,0,1,2,3
1,0,0,0,5,4,330,16,28,246.074,25,1,0,0,8
0,0,0,1,5,0,179,26,30,246.074,19,1,0,0,2
0,0,0,1,5,0,118,10,37,246.074,28,0,0,0,1
1,0,0,0,5,0,235,11,37,246.074,29,1,1,1,8
0,0,0,1,5,2,179,26,30,246.074,19,1,0,0,3
0,0,0,1,6,0,118,10,37,253.957,28,0,0,0,3
0,0,0,1,6,0,179,51,38,253.957,31,0,0,0,3
0,0,0,1,6,1,118,10,37,253.957,28,0,0,0,2
0,0,0,1,6,3,225,26,28,253.957,24,0,1,2,4
0,0,0,1,6,4,260,50,36,253.957,23,0,4,0,4
0,0,0,0,6,4,179,51,38,253.957,31,0,0,0,0
1,0,0,0,6,0,291,31,40,253.957,25,0,1,1,40
0,0,0,1,6,0,179,51,38,253.957,31,0,0,0,24
0,0,0,1,6,1,246,25,41,253.957,23,0,0,0,3
0,0,0,1,6,0,179,51,38,253.957,31,0,0,0,4
0,0,0,1,6,1,235,20,43,253.957,38,0,1,0,8
0,0,0,1,6,0,179,51,38,253.957,31,0,0,0,2
0,0,0,1,6,2,225,26,28,253.957,24,0,1,2,2
0,0,0,1,6,2,118,13,50,253.957,31,0,1,0,2
1,0,0,0,6,2,179,51,38,253.957,31,0,0,0,8
0,0,1,0,6,2,179,26,30,253.957,19,1,0,0,2
0,0,0,1,6,4,246,25,41,253.957,23,0,0,0,2
1,0,0,0,6,1,330,16,28,253.957,25,1,0,0,1
1,0,0,0,6,1,235,11,37,253.957,29,1,1,1,8
0,0,0,1,7,3,179,26,30,230.29,19,1,0,0,2
0,0,0,1,7,3,225,26,28,230.29,24,0,1,2,4
1,0,0,0,7,4,260,50,36,230.29,23,0,4,0,8
1,0,0,0,7,0,268,11,33,230.29,25,1,0,0,8
0,0,0,1,7,4,330,16,28,230.29,25,1,0,0,8
0,0,0,1,7,4,118,10,37,230.29,28,0,0,0,8
0,0,0,1,7,0,260,50,36,230.29,23,0,4,0,4
0,0,0,1,7,1,118,10,37,230.29,28,0,0,0,8
0,1,0,0,7,0,300,26,43,230.29,25,0,2,1,8
0,0,0,1,7,0,235,29,48,230.29,33,0,1,5,1
0,0,0,1,7,1,246,25,41,230.29,23,0,0,0,2
1,0,0,0,7,1,225,26,28,230.29,24,0,1,2,112
0,0,0,1,7,1,179,51,38,230.29,31,0,0,0,1
0,0,0,1,7,4,118,13,50,230.29,31,0,1,0,1
0,0,0,1,7,4,361,52,28,230.29,27,0,1,4,8
0,0,0,1,7,0,289,36,33,230.29,30,0,2,1,8
0,0,0,1,7,0,235,20,43,230.29,38,0,1,0,8
0,0,0,1,7,1,246,25,41,230.29,23,0,0,0,2
0,0,0,1,7,3,291,31,40,230.29,25,0,1,1,1
0,0,0,1,7,3,279,5,39,230.29,24,0,2,0,2
0,0,0,1,8,3,179,51,38,249.797,31,0,0,0,4
0,0,0,1,8,0,179,22,40,249.797,22,1,2,0,1
0,0,0,1,8,1,246,25,41,249.797,23,0,0,0,4
0,0,0,1,8,1,118,10,37,249.797,28,0,0,0,4
0,0,0,1,8,1,289,36,33,249.797,30,0,2,1,8
0,0,0,1,8,1,235,20,43,249.797,38,0,1,0,8
0,0,0,1,8,3,291,31,40,249.797,25,0,1,1,4
0,0,0,1,8,0,179,51,38,249.797,31,0,0,0,4
0,0,0,1,8,1,179,22,40,249.797,22,1,2,0,8
0,0,0,1,8,3,330,16,28,249.797,25,1,0,0,16
0,0,0,1,8,1,235,11,37,249.797,29,1,1,1,4
0,0,0,1,8,1,246,25,41,249.797,23,0,0,0,1
0,0,0,1,8,1,118,10,37,249.797,28,0,0,0,5
0,0,0,1,8,3,291,31,40,249.797,25,0,1,1,2
0,0,0,1,8,0,260,50,36,249.797,23,0,4,0,3
0,0,0,1,9,1,246,25,41,261.756,23,0,0,0,1
0,0,0,1,9,1,246,25,41,261.756,23,0,0,0,1
0,0,0,1,9,1,118,10,37,261.756,28,0,0,0,3
0,0,0,1,9,1,155,12,34,261.756,25,0,2,0,2
0,0,0,1,9,3,291,31,40,261.756,25,0,1,1,2
0,0,0,1,9,4,179,26,30,261.756,19,1,0,0,8
0,0,0,1,9,4,248,25,47,261.756,32,0,2,1,1
0,0,0,1,9,0,179,51,38,261.756,31,0,0,0,4
0,0,0,1,9,2,225,26,28,261.756,24,0,1,2,1
0,0,0,1,9,0,179,26,30,261.756,19,1,0,0,2
0,0,0,1,9,1,369,17,31,261.756,25,0,3,0,8
0,0,0,1,9,1,361,52,28,261.756,27,0,1,4,8
1,0,0,0,10,3,289,48,49,284.853,36,0,0,2,1
1,0,0,0,10,3,235,16,32,284.853,25,1,0,0,3
0,0,0,1,10,4,246,25,41,284.853,23,0,0,0,8
1,0,0,0,10,2,289,48,49,284.853,36,0,0,2,3
0,0,0,1,10,2,291,31,40,284.853,25,0,1,1,2
0,0,0,1,10,1,118,10,37,284.853,28,0,0,0,2
0,0,0,1,10,3,289,48,49,284.853,36,0,0,2,2
0,0,0,1,10,4,291,31,40,284.853,25,0,1,1,1
0,0,0,1,10,1,225,26,28,284.853,24,0,1,2,2
0,0,0,1,10,1,369,17,31,284.853,25,0,3,0,8
0,0,0,1,10,1,369,17,31,284.853,25,0,3,0,3
0,0,0,1,10,1,225,26,28,284.853,24,0,1,2,4
0,0,0,1,10,1,369,17,31,284.853,25,0,3,0,8
0,0,0,1,10,2,179,51,38,284.853,31,0,0,0,3
1,0,0,0,10,2,228,14,58,284.853,22,0,2,1,1
0,0,0,1,10,2,291,31,40,284.853,25,0,1,1,1
1,0,0,0,10,3,369,17,31,284.853,25,0,3,0,8
1,0,0,0,10,3,225,26,28,284.853,24,0,1,2,1
1,0,0,0,10,4,369,17,31,284.853,25,0,3,0,8
1,0,0,0,10,4,225,26,28,284.853,24,0,1,2,3
0,0,0,1,10,6,189,29,33,284.853,25,0,2,2,8
1,0,0,0,10,6,235,16,32,284.853,25,1,0,0,8
1,0,0,0,10,6,248,25,47,284.853,32,0,2,1,8
0,0,0,0,10,6,225,26,28,284.853,24,0,1,2,0
1,0,0,0,10,1,225,26,28,284.853,24,0,1,2,3
0,0,1,0,11,1,179,51,38,268.519,31,0,0,0,1
0,0,0,1,11,2,118,10,37,268.519,28,0,0,0,3
1,0,0,0,11,2,330,16,28,268.519,25,1,0,0,24
0,0,0,1,11,4,179,51,38,268.519,31,0,0,0,1
1,0,0,0,11,1,118,10,37,268.519,28,0,0,0,8
0,0,0,1,11,2,289,36,33,268.519,30,0,2,1,8
1,0,0,0,11,4,235,16,32,268.519,25,1,0,0,8
0,0,0,1,11,4,225,26,28,268.519,24,0,1,2,4
0,0,0,1,11,1,361,52,28,268.519,27,0,1,4,8
0,0,0,1,11,2,291,31,40,268.519,25,0,1,1,2
1,0,0,0,11,3,118,10,37,268.519,28,0,0,0,2
1,0,0,0,11,3,225,26,28,268.519,24,0,1,2,3
0,0,0,1,11,0,179,51,38,268.519,31,0,0,0,1
0,0,0,1,11,0,118,10,37,268.519,28,0,0,0,8
1,0,0,0,11,1,118,10,37,268.519,28,0,0,0,8
0,0,0,1,11,1,225,26,28,268.519,24,0,1,2,2
0,0,0,0,11,1,291,31,40,268.519,25,0,1,1,0
0,0,0,0,11,2,289,36,33,268.519,30,0,2,1,0
1,0,0,0,11,3,248,25,47,268.519,32,0,2,1,4
0,0,0,0,11,3,235,20,43,268.519,38,0,1,0,0
0,0,0,1,11,4,225,26,28,268.519,24,0,1,2,2
0,0,0,1,11,4,369,17,31,268.519,25,0,3,0,8
0,0,0,1,11,0,361,52,28,268.519,27,0,1,4,2
1,0,0,0,12,1,179,51,38,280.549,31,0,0,0,32
0,0,0,1,12,2,291,31,40,280.549,25,0,1,1,1
0,0,0,1,12,2,225,26,28,280.549,24,0,1,2,3
1,0,0,0,12,4,179,26,30,280.549,19,1,0,0,1
0,0,0,1,12,4,225,26,28,280.549,24,0,1,2,3
0,0,0,1,12,2,225,26,28,280.549,24,0,1,2,3
1,0,0,0,12,3,361,52,28,280.549,27,0,1,4,4
0,0,1,0,12,4,179,22,40,280.549,22,1,2,0,2
0,0,0,1,12,4,235,20,43,280.549,38,0,1,0,8
0,0,1,0,12,0,233,51,31,280.549,21,1,1,8,8
1,0,0,0,12,1,179,26,30,280.549,19,1,0,0,16
0,0,0,1,12,1,225,26,28,280.549,24,0,1,2,2
0,0,0,1,12,3,225,26,28,280.549,24,0,1,2,3
0,0,0,1,12,0,225,26,28,280.549,24,0,1,2,2
0,0,1,0,12,1,155,12,34,280.549,25,0,2,0,80
1,0,0,0,1,0,179,26,30,313.532,19,1,0,0,24
1,0,0,0,1,3,179,26,30,313.532,19,1,0,0,16
0,0,0,1,1,3,179,22,40,313.532,22,1,2,0,2
0,0,0,1,1,4,179,22,40,313.532,22,1,2,0,2
1,0,0,0,1,0,179,26,30,313.532,19,1,0,0,3
0,0,0,1,1,2,179,22,40,313.532,22,1,2,0,2
1,0,0,0,1,3,289,48,49,313.532,36,0,0,2,8
0,0,1,0,1,4,179,22,40,313.532,22,1,2,0,3
0,0,0,1,1,0,179,26,30,313.532,19,1,0,0,2
0,0,1,0,1,1,155,12,34,313.532,25,0,2,0,8
0,0,0,1,1,2,179,26,30,313.532,19,1,0,0,2
0,0,0,1,1,2,179,51,38,313.532,31,0,0,0,3
1,0,0,0,1,2,289,36,33,313.532,30,0,2,1,8
0,0,0,1,1,3,179,51,38,313.532,31,0,0,0,3
0,0,0,1,1,4,179,51,38,313.532,31,0,0,0,2
1,0,0,0,2,1,179,51,38,264.249,31,0,0,0,8
0,0,0,1,2,1,225,26,28,264.249,24,0,1,2,3
1,0,0,0,2,2,248,25,47,264.249,32,0,2,1,8
0,0,0,1,2,2,179,51,38,264.249,31,0,0,0,2
0,0,0,1,2,3,225,26,28,264.249,24,0,1,2,3
0,0,0,1,2,3,179,51,38,264.249,31,0,0,0,2
0,0,0,1,2,3,179,26,30,264.249,19,1,0,0,2
0,0,0,1,2,4,225,15,41,264.249,28,1,2,2,2
0,0,0,1,2,4,179,51,38,264.249,31,0,0,0,2
0,0,1,0,2,0,233,51,31,264.249,21,1,1,8,2
0,0,0,1,2,0,179,51,38,264.249,31,0,0,0,2
1,0,0,0,2,1,225,26,28,264.249,24,0,1,2,8
0,0,0,1,2,2,179,51,38,264.249,31,0,0,0,3
0,0,0,1,2,3,179,51,38,264.249,31,0,0,0,3
0,0,0,1,2,3,225,26,28,264.249,24,0,1,2,3
1,0,0,0,2,3,179,26,30,264.249,19,1,0,0,2
0,0,0,1,2,4,179,22,40,264.249,22,1,2,0,2
0,0,0,1,2,4,179,51,38,264.249,31,0,0,0,3
1,0,0,0,2,2,233,51,31,264.249,21,1,1,8,3
0,0,0,1,2,2,179,26,30,264.249,19,1,0,0,2
0,0,0,1,2,2,179,51,38,264.249,31,0,0,0,2
1,0,0,0,2,3,179,51,38,264.249,31,0,0,0,8
0,0,0,1,2,4,179,51,38,264.249,31,0,0,0,2
0,0,0,1,2,0,155,12,34,264.249,25,0,2,0,5
0,0,0,1,2,0,235,16,32,264.249,25,1,0,0,3
0,0,0,1,2,0,179,51,38,264.249,31,0,0,0,2
1,0,0,0,2,0,225,26,28,264.249,24,0,1,2,2
0,0,0,1,2,1,179,51,38,264.249,31,0,0,0,2
0,0,0,1,2,1,248,25,47,264.249,32,0,2,1,2
0,0,0,1,2,1,225,26,28,264.249,24,0,1,2,2
0,0,0,1,2,2,179,51,38,264.249,31,0,0,0,2
0,0,0,1,2,3,179,51,38,264.249,31,0,0,0,2
0,0,0,1,2,4,235,16,32,264.249,25,1,0,0,2
0,0,0,1,3,0,179,51,38,222.196,31,0,0,0,2
0,0,0,1,3,0,248,25,47,222.196,32,0,2,1,2
0,0,0,1,3,1,228,14,58,222.196,22,0,2,1,3
0,0,0,1,3,1,248,25,47,222.196,32,0,2,1,3
1,0,0,0,3,1,228,14,58,222.196,22,0,2,1,112
0,0,0,1,3,2,179,51,38,222.196,31,0,0,0,2
0,0,0,1,3,3,225,26,28,222.196,24,0,1,2,2
0,0,0,1,3,3,179,51,38,222.196,31,0,0,0,3
0,0,0,1,3,3,225,26,28,222.196,24,0,1,2,2
0,0,0,1,3,4,179,26,30,222.196,19,1,0,0,3
0,0,0,1,3,0,235,16,32,222.196,25,1,0,0,3
0,0,1,0,3,0,361,52,28,222.196,27,0,1,4,8
1,0,0,0,3,1,179,51,38,222.196,31,0,0,0,8
0,0,0,1,3,2,179,51,38,222.196,31,0,0,0,2
0,0,0,1,3,3,179,51,38,222.196,31,0,0,0,3
0,0,0,1,3,4,179,26,30,222.196,19,1,0,0,2
1,0,0,0,3,0,179,51,38,222.196,31,0,0,0,4
1,0,0,0,3,0,248,25,47,222.196,32,0,2,1,2
0,0,0,1,3,0,179,51,38,222.196,31,0,0,0,3
1,0,0,0,3,0,225,26,28,222.196,24,0,1,2,8
0,0,0,1,3,1,179,51,38,222.196,31,0,0,0,2
0,0,0,1,3,2,289,36,33,222.196,30,0,2,1,8
0,0,0,1,3,2,228,14,58,222.196,22,0,2,1,2
0,0,0,1,3,2,179,51,38,222.196,31,0,0,0,2
0,0,0,1,3,3,248,25,47,222.196,32,0,2,1,3
0,0,0,1,3,3,179,51,38,222.196,31,0,0,0,3
0,0,0,1,3,4,179,26,30,222.196,19,1,0,0,2
0,0,0,1,3,4,179,51,38,222.196,31,0,0,0,3
0,0,0,1,3,1,179,51,38,222.196,31,0,0,0,3
0,0,0,1,3,2,118,15,46,222.196,25,0,2,0,8
1,0,0,0,3,2,155,12,34,222.196,25,0,2,0,24
0,0,0,1,3,2,179,51,38,222.196,31,0,0,0,3
0,0,0,1,3,3,179,51,38,222.196,31,0,0,0,3
1,0,0,0,3,0,179,26,30,222.196,19,1,0,0,2
0,0,1,0,3,0,289,36,33,222.196,30,0,2,1,104
0,0,0,1,3,2,369,17,31,222.196,25,0,3,0,8
1,0,0,0,4,0,225,26,28,246.288,24,0,1,2,8
1,0,0,0,4,0,118,10,37,246.288,28,0,0,0,8
0,0,1,0,4,1,361,52,28,246.288,27,0,1,4,8
0,0,1,0,4,2,248,25,47,246.288,32,0,2,1,8
1,0,0,0,4,3,189,29,33,246.288,25,0,2,2,8
0,0,0,1,4,4,179,26,30,246.288,19,1,0,0,2
1,0,0,0,4,0,369,17,31,246.288,25,0,3,0,24
0,1,0,0,4,1,179,22,40,246.288,22,1,2,0,2
0,0,0,1,4,1,118,13,50,246.288,31,0,1,0,3
0,0,0,1,4,1,361,52,28,246.288,27,0,1,4,2
1,0,0,0,4,2,118,10,37,246.288,28,0,0,0,2
0,0,0,1,4,4,235,11,37,246.288,29,1,1,1,8
0,0,0,1,4,4,179,26,30,246.288,19,1,0,0,2
0,0,1,0,4,0,225,26,28,246.288,24,0,1,2,8
0,1,0,0,4,1,235,16,32,246.288,25,1,0,0,3
0,0,0,1,4,4,179,26,30,246.288,19,1,0,0,2
0,0,0,1,4,1,155,12,34,246.288,25,0,2,0,4
0,0,1,0,4,3,225,26,28,246.288,24,0,1,2,8
1,0,0,0,4,3,118,13,50,246.288,31,0,1,0,2
0,0,0,1,4,4,179,26,30,246.288,19,1,0,0,2
0,0,0,1,5,0,235,11,37,237.656,29,1,1,1,8
0,0,1,0,5,2,225,15,41,237.656,28,1,2,2,3
0,0,0,1,5,2,235,16,32,237.656,25,1,0,0,2
1,0,0,0,5,2,118,10,37,237.656,28,0,0,0,3
0,0,0,1,5,2,235,20,43,237.656,38,0,1,0,8
1,0,0,0,5,3,179,26,30,237.656,19,1,0,0,1
0,0,0,1,5,3,291,31,40,237.656,25,0,1,1,2
1,0,0,0,5,3,225,15,41,237.656,28,1,2,2,8
0,0,1,0,5,4,300,26,43,237.656,25,0,2,1,64
0,0,0,1,5,4,225,15,41,237.656,28,1,2,2,8
0,0,0,1,5,4,179,26,30,237.656,19,1,0,0,2
0,0,0,1,5,0,118,13,50,237.656,31,0,1,0,2
1,0,0,0,5,1,118,13,50,237.656,31,0,1,0,3
0,0,0,1,5,1,118,10,37,237.656,28,0,0,0,1
0,0,0,0,5,1,118,13,50,237.656,31,0,1,0,0
0,0,0,1,5,2,179,26,30,237.656,19,1,0,0,2
0,0,0,0,5,2,378,49,36,237.656,21,0,2,4,0
0,1,0,0,5,4,179,22,40,237.656,22,1,2,0,1
1,0,0,0,5,0,155,12,34,237.656,25,0,2,0,48
1,0,0,0,5,0,235,16,32,237.656,25,1,0,0,8
0,0,0,1,5,2,291,31,40,237.656,25,0,1,1,8
1,0,0,0,5,2,179,22,40,237.656,22,1,2,0,8
1,0,0,0,5,2,225,26,28,237.656,24,0,1,2,3
1,0,0,0,5,3,330,16,28,237.656,25,1,0,0,8
0,0,0,1,5,3,235,16,32,237.656,25,1,0,0,2
0,0,0,1,5,3,291,31,40,237.656,25,0,1,1,2
