ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100001329,1,0,31,1,89287,0,0
100001330,1,0,33,1,103696,1,1
100001331,1,1,50,2,147603,1,0
100001332,1,1,58,2,139229,0,1
100001333,1,1,27,1,107932,0,0
100001334,1,1,48,2,116235,0,0
100001335,1,1,22,1,85974,0,0
100001336,1,1,40,1,124001,0,0
100001337,1,1,32,1,121428,1,0
100001338,1,0,25,1,93233,0,0
100001339,1,1,27,1,67965,0,0
100001340,1,1,27,1,88001,0,0
100001341,1,1,23,1,129112,1,0
100001342,1,1,32,1,109324,1,1
100001343,1,1,25,1,112785,1,1
100001344,1,1,46,2,136735,0,0
100001345,1,1,21,1,107779,1,1
100001346,1,1,29,1,103526,1,0
100001347,1,1,31,1,93171,0,0
100001348,1,0,26,1,106559,0,0
100001349,1,1,23,1,112728,1,1
100001350,1,0,38,1,102855,1,1
100001351,1,0,35,1,85381,0,0
100001352,1,1,27,1,100762,1,1
100001353,1,1,22,1,131445,1,1
100001354,1,1,52,2,123194,1,0
100001355,1,1,19,1,99519,1,1
100001356,1,1,23,1,112853,1,0
100001357,1,0,42,1,110509,1,0
100001358,1,1,27,1,106446,1,1
100001359,1,1,39,2,89665,0,0
100001360,1,1,50,2,128233,1,1
100001361,1,1,36,1,133615,1,0
100001362,1,1,25,1,115833,1,1
100001363,1,1,27,1,65560,0,0
100001364,1,1,30,1,118642,1,0
100001365,1,0,22,1,63635,0,0
100001366,1,1,27,1,122649,1,1
100001367,1,0,31,1,143321,2,1
100001368,1,1,29,1,99556,1,0
100001369,1,0,34,1,36760,0,0
100001370,1,0,33,1,71935,0,0
100001371,1,1,26,1,114977,1,0
100001372,1,1,36,1,147691,1,1
100001373,1,1,26,1,54296,0,0
100001374,1,1,39,1,80014,0,0
100001375,1,1,44,2,77887,0,0
100001376,1,1,46,2,98517,0,0
100001377,1,1,31,1,103012,0,0
100001378,1,0,26,1,121377,1,0
100001379,1,1,22,1,91359,1,1
100001380,1,0,48,2,104833,0,0
100001381,1,1,27,1,101209,1,0
100001382,1,0,30,1,58207,0,0
100001383,1,1,27,1,116708,1,1
100001384,1,1,36,1,107471,1,1
100001385,1,1,31,1,128495,1,0
100001386,1,0,21,1,124468,1,0
100001387,1,1,26,1,106922,1,1
100001388,1,0,24,1,104291,1,0
100001389,1,1,29,1,98204,1,0
100001390,1,1,32,1,127071,1,0
100001391,1,1,45,2,85115,0,0
100001392,1,1,58,2,104013,0,0
100001393,1,1,25,1,89863,1,0
100001394,1,1,67,3,135300,1,0
100001395,1,1,53,2,107861,0,0
100001396,1,1,24,1,123994,1,0
100001397,1,0,20,1,91270,0,0
100001398,1,1,71,3,133245,0,0
100001399,1,1,31,1,118594,1,1
100001400,1,1,27,1,40606,0,0
100001401,1,1,36,1,129304,0,0
100001402,1,1,25,1,113118,1,0
100001403,1,0,41,1,133131,1,0
100001404,1,1,30,1,106876,1,1
100001405,1,1,32,1,130870,1,1
100001406,1,1,29,1,125621,0,0
100001407,1,0,27,1,78923,0,0
100001408,1,1,32,1,123983,1,0
100001409,1,1,25,1,75184,0,0
100001410,1,0,24,1,109693,1,0
100001411,1,1,63,2,86273,0,0
100001412,1,0,42,2,113190,0,0
100001413,1,1,22,1,109274,0,0
100001414,1,1,46,2,143489,1,1
100001415,1,1,24,1,99570,1,1
100001416,1,0,30,1,139468,1,1
100001417,1,1,44,2,108627,0,0
100001418,1,0,25,1,106355,1,0
100001419,1,1,27,1,96952,1,0
100001420,1,1,27,1,141502,1,1
100001421,1,1,34,1,110420,1,1
100001422,1,1,18,1,97741,1,1
100001423,1,1,25,1,99583,1,1
100001424,1,1,21,1,63698,0,0
100001425,1,1,26,1,116688,1,1
100001426,1,1,27,1,131542,2,1
100001427,1,0,25,1,136055,1,1
100001428,1,1,30,1,100195,1,1
100001429,1,0,66,3,131001,1,0
100001430,1,1,25,1,104062,1,1
100001431,1,1,43,2,137689,1,0
100001432,1,1,35,1,137705,1,1
100001433,1,0,70,3,69915,0,0
100001434,1,0,35,1,68731,0,0
100001435,1,1,26,1,105726,1,0
100001436,1,0,29,1,78078,0,0
100001437,1,1,22,1,110835,0,0
100001438,1,0,26,1,115531,1,1
100001439,1,1,36,1,92723,0,0
100001440,1,1,35,1,107509,1,1
100001441,1,1,28,1,116763,1,1
100001442,1,1,24,1,100733,1,0
100001443,1,1,34,1,92652,0,0
100001444,1,1,25,1,106987,1,0
100001445,1,1,54,2,51882,0,0
100001446,1,0,46,2,104751,0,0
100001447,1,1,42,1,50947,0,0
100001448,1,0,45,2,126986,0,0
100001449,1,0,48,2,110223,0,0
100001450,1,0,21,1,100591,0,0
100001451,1,1,31,1,123257,1,0
100001452,1,0,35,1,137736,1,1
100001453,1,1,36,1,110221,1,1
100001454,1,1,32,1,99703,0,0
100001455,1,1,26,1,106667,0,0
100001456,1,1,34,1,143319,1,0
100001457,1,1,65,2,135557,1,1
100001458,1,1,50,2,93390,0,0
100001459,1,1,39,1,97577,1,0
100001460,1,0,52,2,124196,0,0
100001461,1,1,36,1,81136,0,0
100001462,1,1,29,1,119439,1,0
100001463,1,1,36,1,145231,1,1
100001464,1,1,36,1,85623,0,0
100001465,1,1,27,1,145373,1,1
100001466,1,1,36,1,135896,2,1
100001467,1,1,26,1,106470,1,1
100001468,1,0,57,2,113334,1,1
100001469,1,0,27,1,100560,0,0
100001470,1,1,58,2,108442,0,0
100001471,1,1,27,1,64472,0,0
100001472,1,1,49,2,120207,1,0
100001473,1,1,43,2,101680,1,0
100001474,1,0,45,2,92342,0,0
100001475,1,1,27,1,98611,0,0
100001476,1,1,34,1,97613,1,1
100001477,1,1,21,1,82298,0,0
100001478,1,1,54,2,125302,1,1
100001479,1,1,43,2,108725,0,0
100001480,1,0,25,1,85569,0,0
100001481,1,0,57,2,110372,0,0
100001482,1,1,26,1,100511,1,1
100001483,1,0,30,1,110455,1,0
100001484,1,0,58,2,141993,0,0
100001485,1,1,25,1,121789,1,1
100001486,1,1,23,1,138967,1,0
100001487,1,0,22,1,105230,1,0
100001488,1,1,21,1,90656,1,1
100001489,1,1,20,1,115445,1,1
100001490,1,1,22,1,59955,0,0
100001491,1,0,27,1,126268,1,1
100001492,1,0,24,1,80830,0,0
100001493,1,1,23,1,123625,1,0
100001494,1,1,26,1,102543,1,1
100001495,1,0,28,1,101948,1,0
100001496,1,1,64,3,142280,1,0
100001497,1,1,26,1,105434,1,1
100001498,1,1,31,1,106115,1,0
100001499,1,0,28,1,111057,0,0
100001500,1,1,25,1,117758,1,1
100001501,1,0,49,2,118396,0,0
100001502,1,1,33,1,136260,1,1
100001503,1,0,27,1,97192,1,0
100001504,1,1,59,2,62101,0,0
100001505,1,1,28,1,123497,1,0
100001506,1,1,24,1,120326,1,1
100001507,1,1,26,1,66645,0,0
100001508,1,0,33,1,83429,0,0
100001509,1,0,37,1,107539,1,1
100001510,1,1,46,2,153880,1,0
100001511,1,1,62,2,140178,0,1
100001512,1,0,26,1,100402,0,0
100001513,1,1,49,2,122158,0,0
100001514,1,1,25,1,89331,0,0
100001515,1,1,37,1,125359,0,0
100001516,1,0,31,1,124110,1,0
100001517,1,0,25,1,93526,0,0
100001518,1,1,21,1,70170,0,0
100001519,1,1,27,1,82357,0,0
100001520,1,1,29,1,126745,1,0
100001521,1,1,30,1,103326,1,1
100001522,1,1,26,1,116048,1,1
100001523,1,1,40,2,137115,0,0
100001524,1,1,23,1,105365,1,1
100001525,1,1,31,1,95911,1,0
100001526,1,1,29,1,88669,0,0
100001527,1,0,22,1,103776,0,0
100001528,1,1,26,1,108864,1,1
100001529,1,0,39,1,106037,1,1
100001530,1,0,35,1,84851,0,0
100001531,1,1,26,1,95748,1,1
100001532,1,1,28,1,133616,1,1
100001533,1,1,56,2,132752,1,0
100001534,1,1,22,1,95712,1,1
100001535,1,1,26,1,109063,1,0
100001536,1,0,41,1,113521,1,0
100001537,1,1,29,1,109380,1,1
100001538,1,1,42,2,82558,0,0
100001539,1,1,50,2,124777,1,1
100001540,1,1,33,1,133542,1,0
100001541,1,1,28,1,116492,1,1
100001542,1,1,27,1,68834,0,0
100001543,1,1,27,1,124023,1,0
100001544,1,0,28,1,63882,0,0
100001545,1,1,24,1,122492,1,1
100001546,1,0,28,1,141453,2,1
100001547,1,1,32,1,99327,1,0
100001548,1,0,32,1,45590,0,0
100001549,1,0,30,1,71167,0,0
100001550,1,1,29,1,111992,1,0
100001551,1,1,37,1,145140,1,1
100001552,1,1,24,1,49672,0,0
100001553,1,1,36,1,75536,0,0
100001554,1,1,40,2,86720,0,0
100001555,1,1,51,2,97729,0,0
100001556,1,1,33,1,106808,0,0
100001557,1,0,31,1,117971,1,0
100001558,1,1,29,1,97731,1,1
100001559,1,0,48,2,109196,0,0
100001560,1,1,25,1,94905,1,0
100001561,1,0,28,1,57480,0,0
100001562,1,1,23,1,109175,1,1
100001563,1,1,32,1,111174,1,1
100001564,1,1,34,1,127255,1,0
100001565,1,0,23,1,115499,1,0
100001566,1,1,25,1,109499,1,1
100001567,1,0,25,1,104696,1,0
100001568,1,1,27,1,104467,1,0
100001569,1,1,29,1,120157,1,0
100001570,1,1,46,2,81200,0,0
100001571,1,1,61,2,97558,0,0
100001572,1,1,25,1,95914,1,0
100001573,1,1,67,3,128053,1,0
100001574,1,1,49,2,101734,0,0
100001575,1,1,21,1,126009,1,0
100001576,1,0,19,1,91232,0,0
100001577,1,1,67,3,128343,0,0
100001578,1,1,31,1,110040,1,1
100001579,1,1,27,1,38247,0,0
100001580,1,1,37,1,129027,0,0
100001581,1,1,27,1,115026,1,0
100001582,1,0,36,1,130323,1,0
100001583,1,1,24,1,103181,1,1
100001584,1,1,31,1,138307,1,1
100001585,1,1,29,1,122564,0,0
100001586,1,0,28,1,82351,0,0
100001587,1,1,34,1,125351,1,0
100001588,1,1,26,1,82940,0,0
100001589,1,0,21,1,108029,1,0
100001590,1,1,63,2,82734,0,0
100001591,1,0,38,2,116816,0,0
100001592,1,1,20,1,113472,0,0
100001593,1,1,44,2,143343,1,1
100001594,1,1,31,1,104074,1,1
100001595,1,0,33,1,138525,1,1
100001596,1,1,49,2,106960,0,0
100001597,1,0,26,1,108323,1,0
100001598,1,1,28,1,95784,1,0
100001599,1,1,30,1,140673,1,1
100001600,1,1,36,1,104235,1,1
100001601,1,1,27,1,54041,0,0
100001602,0,0,23,0,107961,0,0
100001603,0,0,31,0,113757,1,0
100001604,1,1,27,1,94884,1,0
100001605,1,1,25,1,126041,1,0
100001606,1,1,23,1,64952,0,0
100001607,0,1,27,1,66764,0,0
100001608,1,0,38,1,67861,0,0
100001609,0,0,44,1,113516,0,0
100001610,1,1,42,1,46109,0,0
100001611,1,1,25,1,103651,0,0
100001612,0,1,40,1,75043,0,0
100001613,1,1,24,1,116473,0,0
100001614,1,0,39,1,96614,0,0
100001615,0,0,24,0,66447,0,0
100001616,1,0,50,1,119068,1,0
100001617,1,1,28,1,122973,0,0
100001618,1,1,36,1,81609,0,0
100001619,0,0,36,1,105519,1,0
100001620,1,1,40,1,86649,0,0
100001621,1,0,31,0,76384,0,0
100001622,0,1,27,1,67136,0,0
100001623,1,1,35,1,93155,0,0
100001624,0,0,51,1,124183,0,0
100001625,1,0,26,0,64860,0,0
100001626,0,0,33,1,87232,0,0
100001627,1,1,27,1,92304,0,0
100001628,0,0,38,1,84254,0,0
100001629,1,0,30,0,106696,1,0
100001630,0,0,28,0,113212,1,0
100001631,0,0,23,0,71076,0,0
100001632,1,1,23,1,114270,0,0
100001633,1,1,26,1,125538,1,0
100001634,1,1,21,1,92442,0,0
100001635,1,0,36,1,75297,0,0
100001636,1,1,24,1,65707,0,0
100001637,0,0,41,1,120387,1,0
100001638,0,0,42,1,120946,1,0
100001639,0,0,27,0,73265,0,0
100001640,0,1,40,1,77481,0,0
100001641,1,1,34,1,91282,0,0
100001642,0,0,40,1,104405,0,0
100001643,0,0,33,1,99646,1,0
100001644,1,0,49,1,97791,0,0
100001645,0,0,28,0,81878,0,0
100001646,1,1,26,1,107908,1,0
100001647,1,0,40,1,98608,0,0
100001648,0,0,47,1,95228,0,0
100001649,1,1,41,1,128163,1,0
100001650,1,1,29,1,94325,0,0
100001651,1,1,37,1,90815,0,0
100001652,0,0,31,0,120719,1,0
100001653,0,0,35,1,110159,1,0
100001654,0,0,35,1,124490,1,0
100001655,1,1,29,1,75161,0,0
100001656,1,0,37,1,127206,1,0
100001657,0,0,37,1,83660,0,0
100001658,1,1,26,1,87400,0,0
100001659,1,1,28,1,78942,0,0
100001660,1,1,23,1,88452,0,0
100001661,0,0,38,1,104128,1,0
100001662,1,1,30,1,100313,1,0
100001663,1,0,45,1,107387,1,0
100001664,0,0,24,0,84355,0,0
100001665,1,0,35,1,112723,1,0
100001666,1,1,41,1,115892,1,0
100001667,0,1,30,1,106597,1,0
100001668,1,1,30,1,121327,1,0
100001669,1,1,26,1,92559,0,0
100001670,1,1,25,1,87537,0,0
100001671,1,1,23,1,70569,0,0
100001672,1,1,27,1,85294,0,0
100001673,1,0,26,0,70905,0,0
100001674,0,0,25,0,103716,0,0
100001675,0,1,27,1,94947,1,0
100001676,1,0,42,1,80116,0,0
100001677,0,0,35,1,86492,0,0
100001678,1,1,25,1,88672,0,0
100001679,1,1,26,1,82984,0,0
100001680,0,0,38,1,128100,1,0
100001681,1,0,28,0,72869,0,0
100001682,0,1,33,1,112227,1,0
100001683,1,0,40,1,94674,0,0
100001684,1,1,23,1,101003,1,0
100001685,1,0,25,0,112924,1,0
100001686,1,0,28,0,108645,0,0
100001687,0,0,41,1,69415,0,0
100001688,1,0,50,1,112204,0,0
100001689,1,1,23,1,109700,1,0
100001690,1,1,26,1,104484,1,0
100001691,1,1,22,1,61239,0,0
100001692,0,0,37,1,119602,0,0
100001693,1,0,38,1,81014,0,0
100001694,1,1,22,1,68165,0,0
100001695,1,0,30,0,88652,0,0
100001696,0,0,38,1,75705,0,0
100001697,1,1,36,1,104189,1,0
100001698,0,0,41,1,71603,0,0
100001699,1,1,29,1,121914,1,0
100001700,1,1,31,1,106637,1,0
100001701,1,0,31,0,99800,1,0
100001702,1,0,21,0,67629,0,0
100001703,0,0,32,0,120354,1,0
100001704,1,1,35,1,122110,1,0
100001705,0,0,29,0,89170,0,0
100001706,1,0,34,1,109195,1,0
100001707,1,0,38,1,92392,0,0
100001708,1,1,33,1,43805,0,0
100001709,1,1,28,1,68389,0,0
100001710,1,1,28,1,112521,1,0
100001711,0,0,21,0,59255,0,0
100001712,1,1,29,1,98612,0,0
100001713,1,1,26,1,70649,0,0
100001714,1,0,40,1,95228,0,0
100001715,1,0,25,0,46865,0,0
100001716,0,1,20,1,101688,1,0
100001717,1,1,23,1,62618,0,0
100001718,1,0,27,0,102531,1,0
100001719,1,0,36,1,100737,1,0
100001720,1,1,25,1,107321,1,0
100001721,1,1,25,1,112879,0,0
100001722,1,1,34,1,125372,0,0
100001723,1,0,24,0,69419,0,0
100001724,1,0,36,1,124759,1,0
100001725,1,0,40,1,79076,0,0
100001726,0,0,39,1,84779,0,0
100001727,1,0,42,1,77393,0,0
100001728,0,0,35,1,113187,0,0
100001729,1,1,27,1,99100,1,0
100001730,0,0,27,0,64954,0,0
100001731,1,1,23,1,103244,1,0
100001732,1,1,32,1,124975,1,0
100001733,0,1,28,1,133582,1,0
100001734,0,0,22,0,103519,1,0
100001735,0,0,31,0,117813,1,0
100001736,1,1,22,1,119902,1,0
100001737,0,0,23,0,70783,0,0
100001738,1,1,35,1,125470,0,0
100001739,1,1,26,1,109782,0,0
100001740,1,1,28,1,78322,0,0
100001741,0,0,54,1,125517,1,0
100001742,1,0,49,1,102463,0,0
100001743,1,0,38,1,89309,0,0
100001744,1,0,47,1,110287,1,0
100001745,1,0,49,1,122391,0,0
100001746,1,1,30,1,116399,1,0
100001747,1,0,32,0,81907,0,0
100001748,1,1,24,1,97909,0,0
100001749,1,0,25,0,68051,0,0
100001750,0,0,33,1,82414,0,0
100001751,1,1,34,1,123089,1,0
100001752,1,1,24,1,66537,0,0
100001753,1,0,36,1,127926,0,0
100001754,1,0,41,1,78963,0,0
100001755,0,1,33,1,108694,1,0
100001756,1,1,26,1,100892,1,0
100001757,1,0,36,1,119560,1,0
100001758,1,0,35,1,116176,0,0
100001759,0,0,29,0,111854,1,0
100001760,1,1,26,1,69831,0,0
100001761,0,0,31,0,69375,0,0
100001762,0,1,26,1,71310,0,0
100001763,0,0,47,1,73913,0,0
100001764,0,1,20,1,95492,1,0
100001765,0,0,45,1,109329,0,0
100001766,0,0,36,1,116027,1,0
100001767,0,1,31,1,81987,0,0
100001768,1,0,41,1,83481,0,0
100001769,1,0,31,0,72361,0,0
100001770,1,1,27,1,106625,0,0
100001771,1,1,32,1,123707,1,0
100001772,1,0,43,1,79353,0,0
100001773,1,0,32,0,68347,0,0
100001774,1,1,29,1,115832,1,0
100001775,0,0,37,1,89946,0,0
100001776,1,0,35,1,86319,0,0
100001777,1,1,23,1,70963,0,0
100001778,0,0,40,1,106120,1,0
100001779,1,1,26,1,97856,1,0
100001780,0,0,28,0,61824,0,0
100001781,1,1,40,1,103907,1,0
100001782,1,1,26,1,99953,0,0
100001783,1,1,23,1,113413,1,0
100001784,0,0,26,0,107091,0,0
100001785,0,0,26,0,124783,1,0
100001786,1,0,49,1,92281,0,0
100001787,1,1,26,1,96219,1,0
100001788,1,0,35,1,86221,0,0
100001789,1,1,24,1,80962,0,0
100001790,1,0,46,1,78754,0,0
100001791,0,0,26,0,60026,0,0
100001792,0,0,47,1,88157,0,0
100001793,0,0,27,0,59881,0,0
100001794,0,1,41,1,112818,1,0
100001795,1,1,29,1,102250,1,0
100001796,1,1,28,1,38980,0,0
100001797,1,1,33,1,81807,0,0
100001798,1,0,50,1,93148,0,0
100001799,1,1,32,1,108032,1,0
100001800,0,1,31,1,89335,0,0
100001801,0,0,52,1,95639,0,0
100001802,0,0,53,1,124902,1,0
100001803,1,1,34,1,87801,0,0
100001804,1,1,22,1,92538,1,0
100001805,0,1,33,1,83687,0,0
100001806,0,0,32,0,128310,1,0
100001807,1,0,45,1,104754,0,0
100001808,0,1,25,1,68222,0,0
100001809,1,1,41,1,97006,0,0
100001810,1,0,36,1,107372,0,0
100001811,1,1,27,1,110511,1,0
100001812,0,0,40,1,72193,0,0
100001813,1,0,37,1,95972,0,0
100001814,0,0,35,1,105556,0,0
100001815,0,0,34,1,88701,0,0
100001816,1,0,28,0,117710,1,0
100001817,1,0,44,1,76057,0,0
100001818,0,1,27,1,100392,1,0
100001819,1,0,50,1,113308,1,0
100001820,1,1,18,1,100924,1,0
100001821,1,0,25,0,72188,0,0
100001822,1,1,40,1,70431,0,0
100001823,0,1,28,1,110103,1,0
100001824,1,1,23,1,60825,0,0
100001825,1,1,35,1,75100,0,0
100001826,1,1,28,1,129327,1,0
100001827,1,0,23,0,95541,1,0
100001828,0,1,34,1,112777,1,0
100001829,1,1,29,1,51496,0,0
100001830,1,0,35,1,102781,1,0
100001831,1,1,32,1,87494,0,0
100001832,1,0,46,1,72728,0,0
100001833,1,1,27,1,114775,1,0
100001834,1,1,25,1,124359,1,0
100001835,1,1,27,1,101620,0,0
100001836,1,1,24,1,87964,0,0
100001837,1,0,33,0,69523,0,0
100001838,1,1,24,1,109486,1,0
100001839,1,0,28,0,77206,0,0
100001840,1,0,35,1,53608,0,0
100001841,1,1,30,1,118677,1,0
100001842,0,0,43,1,116512,1,0
100001843,0,1,21,1,114756,0,0
100001844,1,1,24,1,65852,0,0
100001845,0,0,34,1,75626,0,0
100001846,1,1,26,1,127455,1,0
100001847,0,0,37,1,107073,1,0
100001848,1,1,32,1,82196,0,0
100001849,1,1,33,1,106741,0,0
100001850,0,1,28,1,94518,1,0
100001851,1,1,30,1,114430,1,0
100001852,1,1,26,1,57165,0,0
100001853,1,0,25,0,109610,0,0
100001854,0,0,33,0,113619,1,0
100001855,1,1,30,1,93854,1,0
100001856,1,1,26,1,129022,1,0
100001857,0,1,23,1,66804,0,0
100001858,0,1,25,1,62689,0,0
100001859,1,0,40,1,67619,0,0
100001860,0,0,46,1,113495,0,0
100001861,1,1,43,1,48632,0,0
100001862,1,1,22,1,107394,0,0
100001863,0,1,39,1,72385,0,0
100001864,1,1,27,1,115934,0,0
100001865,0,0,40,1,93183,0,0
100001866,0,0,24,0,63506,0,0
100001867,1,0,52,1,113619,1,0
100001868,1,1,30,1,121399,0,0
100001869,1,1,34,1,78281,0,0
100001870,1,0,38,1,103926,1,0
100001871,0,1,39,1,89097,0,0
100001872,1,0,29,0,80852,0,0
100001873,0,1,25,1,65207,0,0
100001874,1,1,35,1,93495,0,0
100001875,0,0,53,1,121970,0,0
100001876,0,0,26,0,62027,0,0
100001877,0,0,33,1,88602,0,0
100001878,0,1,29,1,89914,0,0
100001879,0,0,39,1,83342,0,0
100001880,0,0,29,0,103439,1,0
100001881,0,0,26,0,115451,1,0
100001882,0,0,24,0,68250,0,0
100001883,1,1,21,1,113630,0,0
100001884,1,1,26,1,125880,1,0
100001885,1,1,20,1,91177,0,0
100001886,1,0,35,1,73266,0,0
100001887,1,1,24,1,69021,0,0
100001888,1,0,40,1,122593,1,0
100001889,1,0,44,1,122180,1,0
100001890,0,0,29,0,75160,0,0
100001891,1,1,39,1,81973,0,0
100001892,1,1,35,1,92194,0,0
100001893,0,0,42,1,107380,0,0
100001894,1,0,32,1,98023,1,0
100001895,0,0,48,1,94868,0,0
100001896,0,0,26,0,83442,0,0
100001897,1,1,26,1,109887,1,0
100001898,0,0,42,1,98876,0,0
100001899,0,0,48,1,94962,0,0
100001900,1,1,42,1,130740,1,0
100001901,1,1,27,1,94095,0,0
100001902,1,1,37,1,95071,0,0
100001903,0,0,33,0,117308,1,0
100001904,0,0,33,1,112093,1,0
100001905,1,0,37,1,123893,1,0
100001906,1,1,31,1,80189,0,0
100001907,0,0,39,1,124089,1,0
100001908,1,0,40,1,82673,0,0
100001909,1,1,28,1,88858,0,0
100001910,1,1,26,1,80540,0,0
100001911,1,1,24,1,84228,0,0
100001912,0,0,40,1,103963,1,0
100001913,1,1,29,1,102397,1,0
100001914,0,0,43,1,111563,1,0
100001915,0,0,23,0,88260,0,0
100001916,1,0,34,1,114767,1,0
100001917,1,1,42,1,113275,1,0
100001918,1,1,33,1,104755,1,0
100001919,1,1,32,1,120525,1,0
100001920,1,1,26,1,96082,0,0
100001921,1,1,23,1,87227,0,0
100001922,1,1,26,1,69333,0,0
100001923,1,1,27,1,87777,0,0
100001924,0,0,24,0,70978,0,0
100001925,0,0,27,0,104196,0,0
100001926,1,1,26,1,97551,1,0
100001927,1,0,42,1,78979,0,0
100001928,1,0,37,1,82500,0,0
100001929,1,1,26,1,86306,0,0
100001930,1,1,24,1,78762,0,0
100001931,1,0,39,1,125543,1,0
100001932,0,0,26,0,70336,0,0
100001933,0,1,35,1,112975,1,0
100001934,0,0,38,1,96681,0,0
100001935,1,1,24,1,98922,1,0
100001936,1,0,26,0,109250,1,0
100001937,0,0,25,0,108960,0,0
100001938,0,0,40,1,71302,0,0
100001939,1,0,48,1,107757,0,0
100001940,1,1,22,1,111600,1,0
100001941,1,1,25,1,102974,1,0
100001942,0,1,24,1,63442,0,0
100001943,0,0,39,1,118913,0,0
100001944,0,0,39,1,80987,0,0
100001945,1,1,21,1,68790,0,0
100001946,1,0,27,0,86462,0,0
100001947,0,0,40,1,76881,0,0
100001948,1,1,37,1,107409,1,0
100001949,1,0,42,1,69114,0,0
100001950,1,1,31,1,119167,1,0
100001951,1,1,31,1,102018,1,0
100001952,0,0,30,0,97680,1,0
100001953,1,0,23,0,65062,0,0
100001954,0,0,33,0,118144,1,0
100001955,1,1,37,1,124548,1,0
100001956,1,0,29,0,85637,0,0
100001957,1,0,31,1,113108,1,0
100001958,0,0,39,1,93554,0,0
100001959,1,1,33,1,42516,0,0
100001960,0,1,26,1,72429,0,0
100001961,1,1,27,1,110154,1,0
100001962,1,0,20,0,60965,0,0
100001963,1,1,27,1,100618,0,0
100001964,1,1,26,1,71021,0,0
100001965,0,0,40,1,94189,0,0
100001966,0,0,24,0,44742,0,0
100001967,1,1,22,1,103201,1,0
100001968,1,1,24,1,62335,0,0
100001969,1,0,27,0,103787,1,0
100001970,0,0,35,1,99401,1,0
100001971,0,1,27,1,105197,1,0
100001972,1,1,25,1,115566,0,0
100001973,1,1,34,1,125843,0,0
100001974,1,0,24,0,67936,0,0
100001975,1,0,34,1,120863,1,0
100001976,0,0,42,1,77317,0,0
100001977,1,0,38,1,84653,0,0
100001978,0,0,42,1,81606,0,0
100001979,1,0,35,1,113380,0,0
100001980,1,1,27,1,100644,1,0
100001981,0,0,25,0,64037,0,0
100001982,1,1,23,1,101350,1,0
100001983,1,1,34,1,126334,1,0
100001984,1,1,28,1,130877,1,0
100001985,0,0,21,0,103470,1,0
100001986,1,0,32,0,114588,1,0
100001987,1,1,21,1,120682,1,0
100001988,0,0,25,0,66628,0,0
100001989,1,1,35,1,124447,0,0
100001990,1,1,25,1,106567,0,0
100001991,1,1,31,1,78758,0,0
100001992,0,0,54,1,128537,1,0
100001993,1,0,51,1,101074,0,0
100001994,1,0,38,1,87670,0,0
100001995,0,0,45,1,113414,1,0
100001996,1,0,47,1,123525,0,0
100001997,1,1,27,1,117744,1,0
100001998,0,0,31,0,86400,0,0
100001999,1,1,24,1,97968,0,0
100002000,0,0,25,0,68416,0,0
